StudyName,StudyId,DeviceId,SensorId,Time,Accx,Accy,Accz
will-left,0,0,0,2016-03-18 15:32:02.549,-0.8718262,0.13330078,0.4909668
will-left,0,0,0,2016-03-18 15:32:02.593,-0.86816406,0.11230469,0.48486328
will-left,0,0,0,2016-03-18 15:32:02.608,-0.8679199,0.12207031,0.48608398
will-left,0,0,0,2016-03-18 15:32:02.642,-0.87109375,0.13061523,0.48486328
will-left,0,0,0,2016-03-18 15:32:02.692,-0.87280273,0.12524414,0.48510742
will-left,0,0,0,2016-03-18 15:32:02.707,-0.8425293,0.12866211,0.5041504
will-left,0,0,0,2016-03-18 15:32:02.742,-0.8569336,0.12719727,0.5
will-left,0,0,0,2016-03-18 15:32:02.768,-0.8630371,0.12548828,0.49145508
will-left,0,0,0,2016-03-18 15:32:02.792,-0.84936523,0.13232422,0.49829102
will-left,0,0,0,2016-03-18 15:32:02.842,-0.87231445,0.14379883,0.49365234
